delivery_id,delivery_partner,package_type,package_weight_kg,vehicle_type,delivery_mode,region,customer_address,latitude,longitude,warehouse_latitude,warehouse_longitude,weather_condition,distance_km,package_weight_kg,delivery_status,delivery_cost
21500,blue dart,fragile items,27.09,truck,same day,central,"House 301, Pitampura, New Delhi",28.61971,77.14175,28.6417,77.22177,hot,179.1,26.77,delivered,1075.81
21508,blue dart,pharmacy,49.74,ev van,express,east,"House 111, Model Town, New Delhi",28.52967,76.86188,28.6417,77.22177,foggy,86.3,8.93,failed,508.29
21522,blue dart,fragile items,1.05,van,express,central,"House 33, Nehru Place, New Delhi",28.5916,77.25425,28.6417,77.22177,foggy,200.9,38.1,delayed,1168.8
21526,blue dart,groceries,12.13,scooter,same day,west,"House 277, Punjabi Bagh, New Delhi",28.46258,76.98504,28.6417,77.22177,foggy,294.1,9.44,delayed,1598.82
21531,blue dart,fragile items,65.52,ev bike,standard,south,"House 75, Janakpuri, New Delhi",28.69587,77.27287,28.6417,77.22177,clear,129.1,29.77,delivered,734.81
21539,blue dart,furniture,38.56,ev van,same day,south,"House 169, Malviya Nagar, New Delhi",28.72091,76.85632,28.6417,77.22177,rainy,243.7,26.04,delayed,1396.62
21545,blue dart,automobile parts,23.53,truck,standard,east,"House 106, Nehru Place, New Delhi",28.62063,77.14435,28.6417,77.22177,rainy,46.8,13.59,delivered,274.77
21550,blue dart,furniture,16.12,bike,standard,south,"House 95, Punjabi Bagh, New Delhi",28.75285,77.13414,28.6417,77.22177,clear,256.6,39.47,delivered,1401.41
21559,blue dart,electronics,68.28,truck,express,central,"House 449, Model Town, New Delhi",28.7129,76.90685,28.6417,77.22177,foggy,132.5,2.74,delayed,720.72
21576,blue dart,clothing,6.88,ev van,standard,west,"House 62, Vasant Kunj, New Delhi",28.80363,77.02343,28.6417,77.22177,rainy,150.6,40.44,delivered,874.32
21580,blue dart,electronics,8.49,scooter,standard,west,"House 374, Dwarka, New Delhi",28.61723,77.26378,28.6417,77.22177,clear,71.6,4.68,delivered,372.04
21589,blue dart,groceries,57.91,van,two day,north,"House 338, Vasant Kunj, New Delhi",28.57872,77.29313,28.6417,77.22177,stormy,110.2,18.76,delivered,607.28
21590,blue dart,electronics,18.27,truck,two day,central,"House 497, Punjabi Bagh, New Delhi",28.64703,77.22229,28.6417,77.22177,foggy,241.1,34.63,delivered,1309.39
21594,blue dart,groceries,51.14,ev bike,standard,west,"House 390, Dwarka, New Delhi",28.64118,77.09892,28.6417,77.22177,foggy,184.9,20.09,delivered,984.77
21595,blue dart,electronics,27.84,truck,same day,south,"House 48, Malviya Nagar, New Delhi",28.65434,77.13855,28.6417,77.22177,cold,239.4,10.21,delivered,1327.63
21607,blue dart,furniture,72.24,ev van,same day,south,"House 116, Defence Colony, New Delhi",28.73034,77.24788,28.6417,77.22177,clear,230.4,20.75,failed,1314.25
21637,blue dart,documents,27.05,ev van,two day,south,"House 220, Green Park, New Delhi",28.45817,77.21859,28.6417,77.22177,cold,177.6,13.69,delivered,929.07
21645,blue dart,electronics,21.67,ev bike,express,east,"House 163, Shalimar Bagh, New Delhi",28.47116,77.13242,28.6417,77.22177,cold,269,20.08,failed,1455.24
21646,blue dart,electronics,43.99,truck,two day,east,"House 406, Model Town, New Delhi",28.59747,77.33026,28.6417,77.22177,stormy,206.4,41.29,delivered,1155.87
21651,blue dart,cosmetics,49.58,scooter,same day,north,"House 368, Pitampura, New Delhi",28.67741,77.11015,28.6417,77.22177,clear,252.5,21.53,delivered,1427.09
21665,blue dart,groceries,20.75,bike,two day,central,"House 370, Chandni Chowk, New Delhi",28.43922,77.01975,28.6417,77.22177,stormy,95,16.78,delivered,525.34
21667,blue dart,pharmacy,52.05,ev bike,two day,central,"House 388, Chandni Chowk, New Delhi",28.86534,77.32773,28.6417,77.22177,rainy,25.1,6.09,delivered,143.77
21678,blue dart,cosmetics,74.11,ev van,same day,north,"House 75, Lajpat Nagar, New Delhi",28.63905,76.94653,28.6417,77.22177,rainy,62.9,4.32,delivered,427.46
21685,blue dart,clothing,60.51,bike,two day,north,"House 200, Hauz Khas, New Delhi",28.85707,77.01485,28.6417,77.22177,stormy,235.6,41.03,delivered,1301.09
21690,blue dart,electronics,27.96,bike,two day,south,"House 51, Shahdara, New Delhi",28.57065,77.06055,28.6417,77.22177,foggy,120,14.8,delivered,644.4
21705,blue dart,electronics,42.11,van,same day,south,"House 442, Hauz Khas, New Delhi",28.42798,76.89564,28.6417,77.22177,cold,297.1,11.36,delayed,1620.58
21711,blue dart,groceries,47.75,scooter,same day,east,"House 225, Defence Colony, New Delhi",28.53028,76.99791,28.6417,77.22177,stormy,116.5,19.58,delayed,741.24
21719,blue dart,electronics,49.35,scooter,two day,east,"House 264, Patel Nagar, New Delhi",28.66962,77.22362,28.6417,77.22177,clear,142.7,2.79,delivered,721.87
21728,blue dart,automobile parts,42.63,ev van,express,north,"House 117, Lajpat Nagar, New Delhi",28.6072,76.86783,28.6417,77.22177,cold,262.7,38.17,delayed,1478.01
21733,blue dart,furniture,68.19,bike,standard,east,"House 351, Ashok Vihar, New Delhi",28.79196,76.98033,28.6417,77.22177,hot,265.3,23.86,delivered,1398.08
21737,blue dart,clothing,2.45,ev bike,two day,central,"House 48, Saket, New Delhi",28.86384,77.15089,28.6417,77.22177,stormy,148.7,17.76,delivered,796.78
21744,blue dart,furniture,40.11,truck,same day,south,"House 419, Patel Nagar, New Delhi",28.70185,77.1603,28.6417,77.22177,foggy,294,48.61,delayed,1632.7206
21757,blue dart,groceries,53.11,bike,standard,north,"House 254, Patel Nagar, New Delhi",28.82405,77.06722,28.6417,77.22177,cold,116.6,19.22,delivered,640.66
21759,blue dart,automobile parts,30.75,van,standard,east,"House 191, Rajouri Garden, New Delhi",28.71618,77.22425,28.6417,77.22177,clear,169.5,2.68,delivered,855.54
21777,blue dart,cosmetics,56.99,van,same day,north,"House 125, Ashok Vihar, New Delhi",28.77211,77.34277,28.6417,77.22177,clear,264.8,5.07,delivered,1439.21
21789,blue dart,furniture,3.91,truck,standard,central,"House 131, Defence Colony, New Delhi",28.64826,77.01753,28.6417,77.22177,cold,239.5,16.55,delivered,1247.15
21802,blue dart,groceries,29.5,scooter,express,east,"House 14, Punjabi Bagh, New Delhi",28.41715,76.95123,28.6417,77.22177,clear,35,49.52,delivered,374.49
21811,blue dart,pharmacy,49.4,ev bike,same day,central,"House 243, Model Town, New Delhi",28.46585,77.14047,28.6417,77.22177,rainy,96.3,20.01,delivered,641.53
21831,blue dart,clothing,18.84,scooter,express,west,"House 34, Defence Colony, New Delhi",28.40686,77.09936,28.6417,77.22177,foggy,51.6,37.39,failed,420.17
21845,blue dart,automobile parts,72.93,scooter,two day,south,"House 294, Kalkaji, New Delhi",28.70133,76.86554,28.6417,77.22177,cold,79.2,14.61,delivered,439.83
21852,blue dart,documents,6.79,van,standard,east,"House 422, Mayur Vihar, New Delhi",28.437,76.91302,28.6417,77.22177,stormy,208.2,14.97,delivered,1085.91
21861,blue dart,automobile parts,49.37,ev van,two day,east,"House 56, Karol Bagh, New Delhi",28.68076,76.98226,28.6417,77.22177,hot,270.5,7.26,delivered,1374.28
21872,blue dart,clothing,6.79,ev bike,same day,east,"House 422, Okhla, New Delhi",28.77758,77.29996,28.6417,77.22177,hot,14.3,34.54,delivered,275.12
21879,blue dart,cosmetics,41.7,ev bike,express,west,"House 362, Patel Nagar, New Delhi",28.87649,76.9174,28.6417,77.22177,hot,159,45.64,delivered,981.92
21900,blue dart,pharmacy,19.69,truck,express,north,"House 161, Pitampura, New Delhi",28.75478,77.34659,28.6417,77.22177,hot,176.5,28.07,delayed,1016.71
21917,blue dart,documents,32.3,truck,two day,central,"House 219, Saket, New Delhi",28.56743,77.06465,28.6417,77.22177,hot,110.8,20.89,delivered,616.67
21922,blue dart,documents,50.26,bike,same day,west,"House 455, Rajouri Garden, New Delhi",28.85815,77.19749,28.6417,77.22177,hot,148.7,44.13,delivered,975.89
21924,blue dart,automobile parts,48.55,scooter,express,west,"House 90, Okhla, New Delhi",28.6625,76.9299,28.6417,77.22177,hot,114.4,27.24,failed,703.72
21932,blue dart,fragile items,26.91,van,same day,north,"House 251, Mayur Vihar, New Delhi",28.70557,77.21009,28.6417,77.22177,stormy,165.6,23.04,delivered,997.12
21956,blue dart,clothing,60.75,scooter,standard,central,"House 399, Kirti Nagar, New Delhi",28.64684,77.06585,28.6417,77.22177,rainy,89.7,37.07,delivered,559.71
21966,blue dart,automobile parts,58.04,ev van,same day,north,"House 410, Vasant Kunj, New Delhi",28.80674,76.95203,28.6417,77.22177,foggy,35.8,43.36,delivered,409.08
21968,blue dart,documents,18.27,truck,two day,central,"House 89, Chandni Chowk, New Delhi",28.84948,77.11114,28.6417,77.22177,stormy,282.4,10.52,delivered,1443.56
21972,blue dart,furniture,60.3,van,express,central,"House 433, Green Park, New Delhi",28.76019,76.85789,28.6417,77.22177,rainy,153.2,31.24,delayed,909.72
21974,blue dart,clothing,4.44,van,standard,north,"House 279, Janakpuri, New Delhi",28.75319,77.32066,28.6417,77.22177,stormy,33.5,2.54,delivered,175.12
21988,blue dart,automobile parts,73.81,scooter,same day,west,"House 151, Chandni Chowk, New Delhi",28.45889,77.28933,28.6417,77.22177,stormy,238.7,20.08,failed,1353.74
21995,blue dart,automobile parts,23.94,ev van,same day,east,"House 250, Model Town, New Delhi",28.60399,76.90798,28.6417,77.22177,cold,32,30.04,delivered,350.12
21999,blue dart,cosmetics,4.36,bike,express,east,"House 242, Dwarka, New Delhi",28.76744,76.98307,28.6417,77.22177,cold,248.1,13.05,delayed,1329.65
22001,blue dart,automobile parts,61.13,ev van,same day,central,"House 295, Hauz Khas, New Delhi",28.77334,76.91761,28.6417,77.22177,foggy,269,11.76,delayed,1480.28
22007,blue dart,fragile items,57.52,scooter,two day,west,"House 317, Shalimar Bagh, New Delhi",28.6328,76.99283,28.6417,77.22177,stormy,210,12.94,delivered,1088.82
22012,blue dart,cosmetics,56,ev bike,express,south,"House 61, Okhla, New Delhi",28.58887,77.30041,28.6417,77.22177,clear,270,17.6,delayed,1452.8
22037,blue dart,clothing,45.67,scooter,express,central,"House 414, Connaught Place, New Delhi",28.53706,77.04258,28.6417,77.22177,clear,283.7,1.66,delayed,1473.48
22038,blue dart,groceries,11.48,van,same day,central,"House 179, Punjabi Bagh, New Delhi",28.4811,77.25589,28.6417,77.22177,cold,159.1,27.21,delivered,977.13
22059,blue dart,cosmetics,40.58,truck,standard,north,"House 284, Nehru Place, New Delhi",28.59349,77.13415,28.6417,77.22177,rainy,222.8,37.8,delivered,1227.4
22069,blue dart,pharmacy,62.12,bike,same day,central,"House 294, Saket, New Delhi",28.68483,76.98571,28.6417,77.22177,stormy,151.1,22,delayed,921.5
22077,blue dart,automobile parts,26.16,van,two day,south,"House 352, Green Park, New Delhi",28.67488,77.21443,28.6417,77.22177,clear,288.6,1.48,delivered,1447.44
22097,blue dart,documents,52.19,ev bike,express,west,"House 246, Civil Lines, New Delhi",28.86269,77.28818,28.6417,77.22177,rainy,84.6,46,delayed,611
22102,blue dart,clothing,55.87,van,same day,north,"House 144, Mayur Vihar, New Delhi",28.49579,76.98719,28.6417,77.22177,cold,194.8,10.56,delivered,1105.68
22113,blue dart,automobile parts,46.3,bike,two day,west,"House 93, Kalkaji, New Delhi",28.54698,77.14568,28.6417,77.22177,cold,136.7,29.66,delivered,772.48
22114,blue dart,cosmetics,42.15,van,express,central,"House 232, Okhla, New Delhi",28.74865,77.19115,28.6417,77.22177,stormy,297.1,5.68,delayed,1555.54
22125,blue dart,fragile items,76.72,bike,same day,east,"House 183, Defence Colony, New Delhi",28.7261,77.3032,28.6417,77.22177,clear,248.5,3.61,failed,1353.33
22130,blue dart,fragile items,23.24,scooter,same day,west,"House 253, Sarita Vihar, New Delhi",28.66711,77.00081,28.6417,77.22177,rainy,186.3,6.97,delayed,1052.41
22144,blue dart,fragile items,66.62,truck,two day,west,"House 225, Karol Bagh, New Delhi",28.63132,77.09687,28.6417,77.22177,stormy,106.3,41.84,delivered,657.02
22145,blue dart,electronics,37.51,truck,two day,central,"House 257, Kirti Nagar, New Delhi",28.83508,77.06398,28.6417,77.22177,stormy,153.7,7.7,delivered,791.6
22161,blue dart,electronics,7.41,truck,two day,east,"House 477, Saket, New Delhi",28.69153,76.99326,28.6417,77.22177,stormy,91.5,8.74,delivered,483.72
22166,blue dart,groceries,19.26,truck,express,south,"House 20, Shahdara, New Delhi",28.61254,76.8786,28.6417,77.22177,clear,226,44.81,delayed,1314.43
22173,blue dart,cosmetics,40.13,ev bike,same day,south,"House 182, Hauz Khas, New Delhi",28.60572,77.23538,28.6417,77.22177,foggy,133.8,20.08,delivered,829.24
22198,blue dart,fragile items,48.37,van,two day,central,"House 360, Shahdara, New Delhi",28.44878,77.17645,28.6417,77.22177,foggy,126.9,5.54,delivered,651.12
22211,blue dart,clothing,9.36,bike,standard,east,"House 457, Shalimar Bagh, New Delhi",28.42955,77.3489,28.6417,77.22177,clear,19.1,41,delivered,218.5
22212,blue dart,clothing,61.63,van,standard,east,"House 84, Malviya Nagar, New Delhi",28.62922,76.93738,28.6417,77.22177,stormy,294.8,27.77,delivered,1557.31
22213,blue dart,clothing,18.49,truck,two day,north,"House 360, Green Park, New Delhi",28.50707,77.08873,28.6417,77.22177,hot,56.1,5.18,delivered,296.04
22231,blue dart,cosmetics,16.82,ev bike,express,north,"House 353, Shahdara, New Delhi",28.82468,76.86343,28.6417,77.22177,hot,148.5,38.02,delivered,906.56
22234,blue dart,documents,19.44,truck,same day,east,"House 317, Patel Nagar, New Delhi",28.64574,77.00843,28.6417,77.22177,foggy,24.5,0.67,delivered,224.42
22249,blue dart,furniture,53.82,scooter,standard,central,"House 456, Tilak Nagar, New Delhi",28.61459,77.03976,28.6417,77.22177,rainy,159.8,27.6,delivered,881.8
22253,blue dart,documents,75.33,scooter,express,north,"House 414, Ashok Vihar, New Delhi",28.74898,77.00897,28.6417,77.22177,rainy,211.8,14.96,delayed,1153.88
22257,blue dart,cosmetics,56.46,scooter,standard,east,"House 75, Connaught Place, New Delhi",28.65318,77.21909,28.6417,77.22177,stormy,84.8,41.74,delivered,549.22
22266,blue dart,automobile parts,45.04,ev bike,two day,south,"House 10, Punjabi Bagh, New Delhi",28.80592,76.86556,28.6417,77.22177,stormy,54.9,16.38,delivered,323.64
22280,blue dart,fragile items,42.28,bike,express,west,"House 483, Shalimar Bagh, New Delhi",28.55856,77.32326,28.6417,77.22177,cold,261.8,32.7,delayed,1457.1
22290,blue dart,furniture,71.36,scooter,express,north,"House 30, Ashok Vihar, New Delhi",28.81887,77.22541,28.6417,77.22177,cold,291.1,28.1,delivered,1589.8
22294,blue dart,documents,65.5,ev bike,same day,south,"House 230, Green Park, New Delhi",28.59137,77.13853,28.6417,77.22177,rainy,269.4,4.9,delayed,1461.7
22302,blue dart,electronics,67.6,bike,express,west,"House 79, Janakpuri, New Delhi",28.43778,77.31189,28.6417,77.22177,rainy,150.7,14.28,delayed,846.34
22304,blue dart,pharmacy,45.2,ev van,same day,west,"House 187, Chandni Chowk, New Delhi",28.70897,77.31882,28.6417,77.22177,clear,11.9,36.65,delivered,269.45
22310,blue dart,pharmacy,47.15,van,two day,west,"House 186, Civil Lines, New Delhi",28.67941,76.9654,28.6417,77.22177,stormy,113.3,18.7,delivered,622.6
22315,blue dart,pharmacy,76.41,ev van,same day,central,"House 93, Rohini, New Delhi",28.65592,77.02624,28.6417,77.22177,stormy,249.1,25.9,delayed,1423.2
22318,blue dart,furniture,53.53,truck,standard,south,"House 316, Nehru Place, New Delhi",28.64823,76.85724,28.6417,77.22177,clear,118,41.07,delivered,713.21
22322,blue dart,automobile parts,52.9,ev van,same day,west,"House 102, Civil Lines, New Delhi",28.5705,77.13572,28.6417,77.22177,foggy,95.4,49.52,delivered,726.58
22323,blue dart,cosmetics,14.65,ev bike,express,north,"House 219, Karol Bagh, New Delhi",28.47875,76.98097,28.6417,77.22177,foggy,203.9,2.15,failed,1075.95
22337,blue dart,furniture,5.64,scooter,express,west,"House 175, Hauz Khas, New Delhi",28.84701,77.14343,28.6417,77.22177,stormy,42.8,3.59,failed,274.77
22357,blue dart,documents,60.68,bike,same day,south,"House 373, Rohini, New Delhi",28.75666,77.05139,28.6417,77.22177,clear,180.2,41.2,delivered,1124.6
22361,blue dart,pharmacy,68.82,ev van,two day,north,"House 391, Okhla, New Delhi",28.45737,76.95797,28.6417,77.22177,clear,68.9,4.44,delivered,357.82
22378,blue dart,automobile parts,73.78,ev van,same day,east,"House 145, Dwarka, New Delhi",28.83522,76.85059,28.6417,77.22177,stormy,169.6,41.02,delayed,1071.06
22384,blue dart,cosmetics,67.09,truck,express,west,"House 63, Rajouri Garden, New Delhi",28.56865,77.20821,28.6417,77.22177,clear,275.8,22.74,delayed,1497.22
22391,blue dart,pharmacy,78.53,scooter,express,east,"House 433, Green Park, New Delhi",28.77375,77.30035,28.6417,77.22177,cold,164.8,23.65,delayed,944.95
22396,blue dart,cosmetics,67.51,ev van,standard,north,"House 379, Civil Lines, New Delhi",28.76637,77.11747,28.6417,77.22177,foggy,9.4,43.93,delivered,178.79
22398,blue dart,pharmacy,6.88,van,standard,east,"House 366, Patel Nagar, New Delhi",28.54054,76.94252,28.6417,77.22177,foggy,265.5,49.21,delivered,1475.13
22403,blue dart,pharmacy,54.92,ev bike,two day,east,"House 271, Nehru Place, New Delhi",28.86979,77.11098,28.6417,77.22177,cold,263.5,45.38,delivered,1453.64
22404,blue dart,documents,37.95,bike,standard,central,"House 292, Nehru Place, New Delhi",28.57355,77.22153,28.6417,77.22177,stormy,256,19.21,delivered,1337.63
22408,blue dart,documents,52.94,scooter,express,south,"House 330, Okhla, New Delhi",28.52027,77.2985,28.6417,77.22177,hot,296.8,10.63,failed,1565.89
22410,blue dart,clothing,10.89,ev bike,standard,south,"House 376, Patel Nagar, New Delhi",28.79506,77.03952,28.6417,77.22177,hot,215.6,24.13,delivered,1150.39
22412,blue dart,fragile items,48.88,bike,two day,west,"House 125, Connaught Place, New Delhi",28.40648,77.08664,28.6417,77.22177,cold,56.6,2.13,delivered,289.39
22420,blue dart,cosmetics,17.57,ev bike,express,north,"House 55, Shalimar Bagh, New Delhi",28.46315,77.09616,28.6417,77.22177,clear,274.3,15,delivered,1466.5
22430,blue dart,documents,62.26,ev bike,same day,west,"House 428, Janakpuri, New Delhi",28.65024,76.91815,28.6417,77.22177,hot,3.6,19.8,delivered,173.9
22449,blue dart,cosmetics,73.53,truck,standard,south,"House 258, Malviya Nagar, New Delhi",28.44095,77.28564,28.6417,77.22177,cold,124.8,8.88,delivered,650.64
22457,blue dart,automobile parts,76.84,ev van,same day,north,"House 353, Janakpuri, New Delhi",28.87862,77.24183,28.6417,77.22177,clear,171.3,27.33,delivered,1038.49
22471,blue dart,fragile items,58.81,scooter,standard,east,"House 70, Janakpuri, New Delhi",28.85594,77.04638,28.6417,77.22177,cold,200.9,33.03,delivered,1103.59
22480,blue dart,electronics,8.88,van,express,central,"House 224, Karol Bagh, New Delhi",28.49075,77.19761,28.6417,77.22177,cold,173.2,20.44,delivered,977.32
22481,blue dart,automobile parts,11.84,scooter,two day,east,"House 396, Defence Colony, New Delhi",28.69309,77.01704,28.6417,77.22177,foggy,56.9,3.54,delivered,295.12
22491,blue dart,documents,69.87,van,same day,south,"House 170, Nehru Place, New Delhi",28.43897,77.02384,28.6417,77.22177,foggy,241.8,16.74,delayed,1359.22
22508,blue dart,furniture,9.11,bike,express,west,"House 399, Preet Vihar, New Delhi",28.43315,77.07343,28.6417,77.22177,stormy,165.5,6.56,failed,897.18
22532,blue dart,fragile items,50.33,bike,standard,south,"House 297, Malviya Nagar, New Delhi",28.41428,77.34348,28.6417,77.22177,cold,164.5,5.96,delivered,840.38
22540,blue dart,automobile parts,58.51,ev van,express,south,"House 281, Rohini, New Delhi",28.73373,76.91909,28.6417,77.22177,foggy,30.8,36.86,delayed,314.58
22545,blue dart,automobile parts,73.53,scooter,two day,east,"House 401, Kalkaji, New Delhi",28.71348,77.21687,28.6417,77.22177,clear,286.7,47.22,delivered,1575.16
22548,blue dart,electronics,48.49,scooter,express,north,"House 87, Chandni Chowk, New Delhi",28.65499,76.95566,28.6417,77.22177,foggy,296.6,26.11,delayed,1611.33
22554,blue dart,clothing,35.51,truck,two day,central,"House 268, Pitampura, New Delhi",28.50359,76.98638,28.6417,77.22177,stormy,171.8,38.48,delivered,974.44
22556,blue dart,pharmacy,30.89,scooter,standard,north,"House 473, Hauz Khas, New Delhi",28.76303,77.32509,28.6417,77.22177,hot,31.2,41.55,delivered,280.65
22579,blue dart,electronics,70.72,van,same day,north,"House 405, Sarita Vihar, New Delhi",28.8219,77.07161,28.6417,77.22177,stormy,297.1,10.38,delayed,1617.64
22586,blue dart,pharmacy,55.9,ev van,same day,central,"House 456, Tilak Nagar, New Delhi",28.76661,77.08147,28.6417,77.22177,foggy,205.9,46.95,delayed,1270.35
22609,blue dart,documents,58.86,van,express,west,"House 364, Mayur Vihar, New Delhi",28.42548,77.32613,28.6417,77.22177,hot,11.8,48.61,delivered,254.83
22619,blue dart,fragile items,40.96,scooter,standard,south,"House 182, Punjabi Bagh, New Delhi",28.86215,77.32181,28.6417,77.22177,rainy,38.7,35.84,delivered,301.02
22628,blue dart,groceries,79.47,ev bike,same day,central,"House 389, Lajpat Nagar, New Delhi",28.79983,76.96718,28.6417,77.22177,stormy,16.2,8.74,delivered,207.22
22633,blue dart,electronics,66.52,scooter,same day,north,"House 245, Pitampura, New Delhi",28.78179,76.95738,28.6417,77.22177,rainy,7.2,35.12,delivered,241.36
22637,blue dart,automobile parts,56.55,scooter,same day,south,"House 81, Rajouri Garden, New Delhi",28.82563,77.0008,28.6417,77.22177,stormy,228.7,5.97,delayed,1261.41
22650,blue dart,automobile parts,55.59,bike,express,west,"House 213, Rajouri Garden, New Delhi",28.78684,77.03261,28.6417,77.22177,hot,168.1,0.67,failed,892.18
22651,blue dart,clothing,61.65,ev bike,express,west,"House 232, Rajouri Garden, New Delhi",28.61929,77.01175,28.6417,77.22177,rainy,39.4,7.94,delivered,270.82
22669,blue dart,cosmetics,40.66,van,same day,south,"House 188, Patel Nagar, New Delhi",28.5672,77.32019,28.6417,77.22177,hot,45.9,9.15,delivered,356.95
22673,blue dart,clothing,37.25,bike,express,north,"House 362, Green Park, New Delhi",28.73147,77.31054,28.6417,77.22177,rainy,235.3,43.08,delivered,1355.74
22680,blue dart,electronics,12.83,truck,express,south,"House 284, Rohini, New Delhi",28.65113,77.07435,28.6417,77.22177,stormy,136.4,6.26,delayed,750.78
22684,blue dart,furniture,10.28,ev bike,express,central,"House 421, Rohini, New Delhi",28.72614,77.08676,28.6417,77.22177,clear,110.2,19.08,delayed,658.24
22688,blue dart,automobile parts,66.36,truck,same day,south,"House 479, Preet Vihar, New Delhi",28.43814,76.92054,28.6417,77.22177,stormy,151.4,25.82,delayed,934.46
22695,blue dart,automobile parts,40.09,van,two day,east,"House 115, Hauz Khas, New Delhi",28.59821,77.29636,28.6417,77.22177,cold,104.1,8.82,delivered,546.96
22708,blue dart,groceries,53.86,ev bike,two day,central,"House 173, Model Town, New Delhi",28.57817,77.07712,28.6417,77.22177,foggy,258.1,27.91,delivered,1374.23
22712,blue dart,groceries,2.5,van,express,east,"House 261, Model Town, New Delhi",28.86281,77.23803,28.6417,77.22177,foggy,294.2,42.14,failed,1632.7206
22718,blue dart,cosmetics,59.12,ev bike,same day,east,"House 401, Lajpat Nagar, New Delhi",28.67282,77.15131,28.6417,77.22177,stormy,297.1,8.62,delayed,1611.36
22727,blue dart,pharmacy,31.03,truck,two day,west,"House 212, Saket, New Delhi",28.74284,76.88583,28.6417,77.22177,rainy,247.6,34.83,delivered,1342.49
22734,blue dart,cosmetics,41.32,ev bike,same day,north,"House 498, Patel Nagar, New Delhi",28.43507,76.97454,28.6417,77.22177,cold,78.5,9.96,delivered,522.38
22735,blue dart,cosmetics,63,truck,same day,south,"House 479, Rajouri Garden, New Delhi",28.70543,77.23887,28.6417,77.22177,stormy,84.7,45.3,delivered,659.4
22741,blue dart,furniture,70.7,bike,two day,central,"House 136, Pitampura, New Delhi",28.75176,77.34383,28.6417,77.22177,hot,134.6,27.66,delivered,755.98
22742,blue dart,furniture,69.62,van,two day,north,"House 159, Shalimar Bagh, New Delhi",28.51339,77.13592,28.6417,77.22177,stormy,169.2,28.31,delivered,930.93
22746,blue dart,automobile parts,68.9,ev bike,two day,east,"House 354, Karol Bagh, New Delhi",28.82792,77.16334,28.6417,77.22177,stormy,59.5,46.43,delivered,436.79
22753,blue dart,documents,37,bike,two day,east,"House 270, Preet Vihar, New Delhi",28.41184,76.87868,28.6417,77.22177,clear,30.1,22.45,delivered,217.85
22755,blue dart,pharmacy,27.27,scooter,standard,south,"House 327, Patel Nagar, New Delhi",28.79503,77.22029,28.6417,77.22177,cold,59.7,32.15,delivered,394.95
22757,blue dart,cosmetics,73.95,scooter,two day,central,"House 283, Pitampura, New Delhi",28.82448,77.01082,28.6417,77.22177,foggy,224,7.68,delivered,1143.04
22764,blue dart,clothing,48.72,bike,two day,south,"House 140, Kirti Nagar, New Delhi",28.58209,77.01106,28.6417,77.22177,foggy,98.5,46.33,delivered,631.49
22774,blue dart,pharmacy,69.33,van,express,east,"House 219, Green Park, New Delhi",28.41803,77.3201,28.6417,77.22177,hot,200.6,10.05,delayed,1083.15
22778,blue dart,cosmetics,44.65,ev van,same day,east,"House 266, Preet Vihar, New Delhi",28.811,77.21723,28.6417,77.22177,stormy,218,5.47,delayed,1206.41
22798,blue dart,documents,23.44,van,two day,west,"House 435, Ashok Vihar, New Delhi",28.85047,77.23878,28.6417,77.22177,stormy,267.6,21.91,delivered,1403.73
22806,blue dart,clothing,0.26,bike,standard,east,"House 290, Okhla, New Delhi",28.40865,76.90995,28.6417,77.22177,cold,233.7,42.13,delivered,1294.89
22808,blue dart,fragile items,41.99,van,standard,west,"House 220, Defence Colony, New Delhi",28.42398,77.08479,28.6417,77.22177,rainy,14,1.85,delivered,95.6674
22820,blue dart,fragile items,32.24,truck,standard,west,"House 367, Nehru Place, New Delhi",28.56185,77.23895,28.6417,77.22177,stormy,129.2,46.37,delivered,785.11
22822,blue dart,automobile parts,28.09,scooter,express,north,"House 459, Tilak Nagar, New Delhi",28.49035,77.25597,28.6417,77.22177,foggy,284.3,21.56,delayed,1536.18
22823,blue dart,documents,7.59,ev bike,standard,south,"House 310, Lajpat Nagar, New Delhi",28.42387,76.9705,28.6417,77.22177,hot,113,32.37,delivered,662.11
22827,blue dart,furniture,60.74,ev bike,standard,central,"House 289, Okhla, New Delhi",28.57708,77.07919,28.6417,77.22177,foggy,157,10.45,delivered,816.35
22848,blue dart,groceries,43.2,ev van,same day,east,"House 413, Okhla, New Delhi",28.60272,77.24066,28.6417,77.22177,foggy,204.8,12.77,delayed,1162.31
22856,blue dart,automobile parts,11.3,scooter,express,east,"House 334, Karol Bagh, New Delhi",28.69113,76.95053,28.6417,77.22177,clear,157.2,31.55,delayed,930.65
22862,blue dart,fragile items,46.46,van,same day,south,"House 389, Connaught Place, New Delhi",28.4167,76.86393,28.6417,77.22177,stormy,207.9,19.99,delayed,1199.47
22863,blue dart,electronics,57.87,truck,same day,north,"House 245, Patel Nagar, New Delhi",28.8404,77.11569,28.6417,77.22177,clear,265.9,35.6,delayed,1536.3
22867,blue dart,automobile parts,26.16,ev bike,express,central,"House 323, Connaught Place, New Delhi",28.54408,76.99395,28.6417,77.22177,rainy,139.6,43.51,delayed,878.53
22937,blue dart,clothing,66.53,van,two day,north,"House 16, Okhla, New Delhi",28.66291,77.34665,28.6417,77.22177,hot,243.7,49.52,delivered,1368.32
